2018-08-15 18:36:06.6393 ERROR                   11|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 03:57:29.9594 ERROR                   95|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 03:57:51.1468 ERROR                   95|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 03:58:12.2872 ERROR                   95|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 04:16:06.9369 ERROR                   58|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 04:16:41.0929 ERROR                   58|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 04:17:06.3896 ERROR                   58|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 04:17:31.1238 ERROR                   58|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 04:17:52.3111 ERROR                   58|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 04:18:13.4986 ERROR                   58|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 04:36:07.2701 ERROR                   25|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 04:36:38.9747 ERROR                   25|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 04:37:04.2727 ERROR                   25|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 04:37:29.0238 ERROR                   25|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 04:37:50.1810 ERROR                   25|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 04:38:11.3382 ERROR                   25|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 04:56:07.0753 ERROR                   53|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 04:56:38.3252 ERROR                   53|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 04:57:03.7938 ERROR                   53|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 04:57:25.5437 ERROR                   53|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 04:57:46.7154 ERROR                   53|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 04:58:07.9027 ERROR                   53|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 05:16:07.1461 ERROR                   78|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 05:16:40.1458 ERROR                   78|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 05:17:05.4270 ERROR                   78|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 05:17:27.2081 ERROR                   78|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 05:17:48.3799 ERROR                   78|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 05:18:09.5516 ERROR                   78|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 05:36:07.1387 ERROR                   30|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 05:36:43.1541 ERROR                   30|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 05:37:08.4196 ERROR                   30|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 05:37:33.1693 ERROR                   30|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 05:37:54.3411 ERROR                   30|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 05:38:15.4973 ERROR                   30|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 05:56:07.1469 ERROR                   90|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 05:56:42.7561 ERROR                   90|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 05:57:08.0527 ERROR                   90|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 05:57:32.8026 ERROR                   90|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 05:57:53.9587 ERROR                   90|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 05:58:15.1305 ERROR                   90|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 06:16:07.1238 ERROR                   68|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 06:16:37.6236 ERROR                   68|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 06:16:59.9360 ERROR                   68|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 06:17:24.7953 ERROR                   68|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 06:17:45.9826 ERROR                   68|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 06:18:07.1544 ERROR                   68|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 06:36:07.1164 ERROR                   68|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 06:36:42.5225 ERROR                   68|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 06:37:07.9598 ERROR                   68|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 06:37:32.6784 ERROR                   68|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 06:37:53.8501 ERROR                   68|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 06:38:15.0375 ERROR                   68|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 06:56:07.1090 ERROR                   99|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 06:56:41.9212 ERROR                   99|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 06:57:07.1868 ERROR                   99|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 06:57:28.9210 ERROR                   99|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 06:57:50.1709 ERROR                   99|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 06:58:11.3583 ERROR                   99|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 07:16:07.1016 ERROR                   32|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 07:16:39.4920 ERROR                   32|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 07:17:04.7419 ERROR                   32|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 07:17:26.5073 ERROR                   32|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 07:17:47.9135 ERROR                   32|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 07:18:09.1009 ERROR                   32|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 07:36:07.1254 ERROR                   32|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 07:36:42.3752 ERROR                   32|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 07:37:07.6720 ERROR                   32|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 07:37:32.4062 ERROR                   32|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 07:37:53.5935 ERROR                   32|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 07:38:14.7653 ERROR                   32|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 07:56:07.2274 ERROR                   82|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 07:56:42.9615 ERROR                   82|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 07:57:08.2582 ERROR                   82|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 07:57:33.0862 ERROR                   82|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 07:57:54.2580 ERROR                   82|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 07:58:15.4297 ERROR                   82|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 08:16:07.1106 ERROR                   32|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 08:16:40.7979 ERROR                   32|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 08:17:03.0790 ERROR                   32|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 08:17:27.8288 ERROR                   32|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 08:17:49.3600 ERROR                   32|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
